label,region,R,G,B,A
3160,wm-lh-S_occipital_anterior,0.23828125,0.078125,0.703125,1
3161,wm-lh-S_occipital_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
3162,wm-lh-S_occipital_superior_and_transversalis,0.08203125,0.078125,0.546875,1
3163,wm-lh-S_occipito-temporal_lateral,0.86328125,0.546875,0.078125,1
3164,wm-lh-S_occipito-temporal_medial_and_S_Lingual,0.55078125,0.390625,0.859375,1
3165,wm-lh-S_orbital-H_shapped,0.39453125,0.078125,0.078125,1
3166,wm-lh-S_orbital_lateral,0.86328125,0.390625,0.078125,1
3167,wm-lh-S_orbital_medial-Or_olfactory,0.70703125,0.78125,0.078125,1
3168,wm-lh-S_paracentral,0.08203125,0.703125,0.546875,1
3169,wm-lh-S_parieto_occipital,0.39453125,0.390625,0.703125,1
3170,wm-lh-S_pericallosal,0.70703125,0.859375,0.078125,1
3171,wm-lh-S_postcentral,0.08203125,0.546875,0.78125,1
3172,wm-lh-S_precentral-Inferior-part,0.08203125,0.078125,0.9375,1
3173,wm-lh-S_precentral-Superior-part,0.08203125,0.078125,0.78125,1
3174,wm-lh-S_subcentral_ant,0.23828125,0.703125,0.234375,1
3175,wm-lh-S_subcentral_post,0.23828125,0.703125,0.9765625,1
3176,wm-lh-S_suborbital,0.08203125,0.078125,0.234375,1
3177,wm-lh-S_subparietal,0.39453125,0.234375,0.234375,1
3178,wm-lh-S_supracingulate,0.08203125,0.859375,0.859375,1
3179,wm-lh-S_temporal_inferior,0.08203125,0.703125,0.703125,1
3180,wm-lh-S_temporal_superior,0.87109375,0.859375,0.234375,1
3181,wm-lh-S_temporal_transverse,0.86328125,0.234375,0.234375,1
4100,wm-rh-Unknown,0.0,0.0,0.0,0
4101,wm-rh-Corpus_callosum,0.1953125,0.1953125,0.1953125,1
4102,wm-rh-G_and_S_Insula_ONLY_AVERAGE,0.703125,0.078125,0.1171875,1
4103,wm-rh-G_cingulate-Isthmus,0.234375,0.09765625,0.09765625,1
4104,wm-rh-G_cingulate-Main_part,0.09765625,0.234375,0.234375,1
4105,wm-rh-G_cuneus,0.703125,0.078125,0.078125,1
4106,wm-rh-G_frontal_inf-Opercular_part,0.859375,0.078125,0.390625,1
4107,wm-rh-G_frontal_inf-Orbital_part,0.546875,0.234375,0.234375,1
4108,wm-rh-G_frontal_inf-Triangular_part,0.703125,0.859375,0.546875,1
4109,wm-rh-G_frontal_middle,0.546875,0.390625,0.703125,1
4110,wm-rh-G_frontal_superior,0.703125,0.078125,0.546875,1
4111,wm-rh-G_frontomarginal,0.546875,0.078125,0.546875,1
4112,wm-rh-G_insular_long,0.08203125,0.0390625,0.0390625,1
4113,wm-rh-G_insular_short,0.87890625,0.546875,0.546875,1
4114,wm-rh-G_and_S_occipital_inferior,0.08984375,0.234375,0.703125,1
4115,wm-rh-G_occipital_middle,0.703125,0.234375,0.703125,1
4116,wm-rh-G_occipital_superior,0.078125,0.859375,0.234375,1
4117,wm-rh-G_occipit-temp_lat-Or_fusiform,0.234375,0.078125,0.546875,1
4118,wm-rh-G_occipit-temp_med-Lingual_part,0.859375,0.703125,0.546875,1
4119,wm-rh-G_occipit-temp_med-Parahippocampal_part,0.25390625,0.390625,0.078125,1
4120,wm-rh-G_orbital,0.859375,0.234375,0.078125,1
4121,wm-rh-G_paracentral,0.234375,0.390625,0.234375,1
4122,wm-rh-G_parietal_inferior-Angular_part,0.078125,0.234375,0.859375,1
4123,wm-rh-G_parietal_inferior-Supramarginal_part,0.390625,0.390625,0.234375,1
4124,wm-rh-G_parietal_superior,0.859375,0.703125,0.859375,1
4125,wm-rh-G_postcentral,0.078125,0.703125,0.546875,1
4126,wm-rh-G_precentral,0.234375,0.546875,0.703125,1
4127,wm-rh-G_precuneus,0.09765625,0.078125,0.546875,1
4128,wm-rh-G_rectus,0.078125,0.234375,0.390625,1
4129,wm-rh-G_subcallosal,0.234375,0.859375,0.078125,1
4130,wm-rh-G_subcentral,0.234375,0.078125,0.859375,1
4131,wm-rh-G_temporal_inferior,0.859375,0.859375,0.390625,1
4132,wm-rh-G_temporal_middle,0.703125,0.234375,0.234375,1
4133,wm-rh-G_temp_sup-G_temp_transv_and_interm_S,0.234375,0.234375,0.859375,1
4134,wm-rh-G_temp_sup-Lateral_aspect,0.859375,0.234375,0.859375,1
4135,wm-rh-G_temp_sup-Planum_polare,0.25390625,0.859375,0.234375,1
4136,wm-rh-G_temp_sup-Planum_tempolare,0.09765625,0.546875,0.078125,1
4137,wm-rh-G_and_S_transverse_frontopolar,0.05078125,0.0,0.9765625,1
4138,wm-rh-Lat_Fissure-ant_sgt-ramus_horizontal,0.23828125,0.078125,0.859375,1
4139,wm-rh-Lat_Fissure-ant_sgt-ramus_vertical,0.23828125,0.078125,0.234375,1
4140,wm-rh-Lat_Fissure-post_sgt,0.23828125,0.234375,0.390625,1
4141,wm-rh-Medial_wall,0.09765625,0.09765625,0.09765625,1
4142,wm-rh-Pole_occipital,0.546875,0.078125,0.234375,1
4143,wm-rh-Pole_temporal,0.859375,0.703125,0.078125,1
4144,wm-rh-S_calcarine,0.24609375,0.703125,0.703125,1
4145,wm-rh-S_central,0.86328125,0.078125,0.0390625,1
4146,wm-rh-S_central_insula,0.08203125,0.859375,0.078125,1
4147,wm-rh-S_cingulate-Main_part_and_Intracingulate,0.71484375,0.390625,0.078125,1
4148,wm-rh-S_cingulate-Marginalis_part,0.86328125,0.078125,0.390625,1
4149,wm-rh-S_circular_insula_anterior,0.86328125,0.234375,0.546875,1
4150,wm-rh-S_circular_insula_inferior,0.86328125,0.078125,0.859375,1
4151,wm-rh-S_circular_insula_superior,0.23828125,0.859375,0.859375,1
4152,wm-rh-S_collateral_transverse_ant,0.390625,0.78125,0.78125,1
4153,wm-rh-S_collateral_transverse_post,0.0390625,0.78125,0.78125,1
4154,wm-rh-S_frontal_inferior,0.86328125,0.859375,0.078125,1
4155,wm-rh-S_frontal_middle,0.55078125,0.078125,0.390625,1
4156,wm-rh-S_frontal_superior,0.23828125,0.859375,0.390625,1
4157,wm-rh-S_frontomarginal,0.08203125,0.859375,0.234375,1
4158,wm-rh-S_intermedius_primus-Jensen,0.55078125,0.234375,0.078125,1
4159,wm-rh-S_intraparietal-and_Parietal_transverse,0.55859375,0.078125,0.859375,1
4160,wm-rh-S_occipital_anterior,0.23828125,0.078125,0.703125,1
4161,wm-rh-S_occipital_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
4162,wm-rh-S_occipital_superior_and_transversalis,0.08203125,0.078125,0.546875,1
4163,wm-rh-S_occipito-temporal_lateral,0.86328125,0.546875,0.078125,1
4164,wm-rh-S_occipito-temporal_medial_and_S_Lingual,0.55078125,0.390625,0.859375,1
4165,wm-rh-S_orbital-H_shapped,0.39453125,0.078125,0.078125,1
4166,wm-rh-S_orbital_lateral,0.86328125,0.390625,0.078125,1
4167,wm-rh-S_orbital_medial-Or_olfactory,0.70703125,0.78125,0.078125,1
4168,wm-rh-S_paracentral,0.08203125,0.703125,0.546875,1
4169,wm-rh-S_parieto_occipital,0.39453125,0.390625,0.703125,1
4170,wm-rh-S_pericallosal,0.70703125,0.859375,0.078125,1
4171,wm-rh-S_postcentral,0.08203125,0.546875,0.78125,1
4172,wm-rh-S_precentral-Inferior-part,0.08203125,0.078125,0.9375,1
4173,wm-rh-S_precentral-Superior-part,0.08203125,0.078125,0.78125,1
4174,wm-rh-S_subcentral_ant,0.23828125,0.703125,0.234375,1
4175,wm-rh-S_subcentral_post,0.23828125,0.703125,0.9765625,1
4176,wm-rh-S_suborbital,0.08203125,0.078125,0.234375,1
4177,wm-rh-S_subparietal,0.39453125,0.234375,0.234375,1
4178,wm-rh-S_supracingulate,0.08203125,0.859375,0.859375,1
4179,wm-rh-S_temporal_inferior,0.08203125,0.703125,0.703125,1
4180,wm-rh-S_temporal_superior,0.87109375,0.859375,0.234375,1
4181,wm-rh-S_temporal_transverse,0.86328125,0.234375,0.234375,1
5001,Left-UnsegmentedWhiteMatter,0.078125,0.1171875,0.15625,1
5002,Right-UnsegmentedWhiteMatter,0.078125,0.1171875,0.15625,1
5100,fmajor,0.796875,0.3984375,0.3984375,1
5101,fminor,0.796875,0.3984375,0.3984375,1
5102,lh.atr,0.99609375,0.99609375,0.3984375,1
5103,lh.cab,0.59765625,0.796875,0.0,1
5104,lh.ccg,0.0,0.59765625,0.59765625,1
5105,lh.cst,0.796875,0.59765625,0.99609375,1
5106,lh.ilf,0.99609375,0.59765625,0.19921875,1
5107,lh.slfp,0.796875,0.796875,0.796875,1
5108,lh.slft,0.59765625,0.99609375,0.99609375,1
5109,lh.unc,0.3984375,0.59765625,0.99609375,1
5110,rh.atr,0.99609375,0.99609375,0.3984375,1
5111,rh.cab,0.59765625,0.796875,0.0,1
5112,rh.ccg,0.0,0.59765625,0.59765625,1
5113,rh.cst,0.796875,0.59765625,0.99609375,1
5114,rh.ilf,0.99609375,0.59765625,0.19921875,1
5115,rh.slfp,0.796875,0.796875,0.796875,1
5116,rh.slft,0.59765625,0.99609375,0.99609375,1
5117,rh.unc,0.3984375,0.59765625,0.99609375,1
5200,CC-ForcepsMajor,0.796875,0.3984375,0.3984375,1
5201,CC-ForcepsMinor,0.796875,0.3984375,0.3984375,1
5202,LAntThalRadiation,0.99609375,0.99609375,0.3984375,1
5203,LCingulumAngBundle,0.59765625,0.796875,0.0,1
5204,LCingulumCingGyrus,0.0,0.59765625,0.59765625,1
5205,LCorticospinalTract,0.796875,0.59765625,0.99609375,1
5206,LInfLongFas,0.99609375,0.59765625,0.19921875,1
5207,LSupLongFasParietal,0.796875,0.796875,0.796875,1
5208,LSupLongFasTemporal,0.59765625,0.99609375,0.99609375,1
5209,LUncinateFas,0.3984375,0.59765625,0.99609375,1
5210,RAntThalRadiation,0.99609375,0.99609375,0.3984375,1
5211,RCingulumAngBundle,0.59765625,0.796875,0.0,1
5212,RCingulumCingGyrus,0.0,0.59765625,0.59765625,1
5213,RCorticospinalTract,0.796875,0.59765625,0.99609375,1
5214,RInfLongFas,0.99609375,0.59765625,0.19921875,1
5215,RSupLongFasParietal,0.796875,0.796875,0.796875,1
5216,RSupLongFasTemporal,0.59765625,0.99609375,0.99609375,1
5217,RUncinateFas,0.3984375,0.59765625,0.99609375,1
6000,CST-orig,0.0,0.99609375,0.0,1
6001,CST-hammer,0.99609375,0.99609375,0.0,1
6002,CST-CVS,0.0,0.99609375,0.99609375,1
6003,CST-flirt,0.0,0.0,0.99609375,1
6010,Left-SLF1,0.921875,0.0625,0.90234375,1
6020,Right-SLF1,0.92578125,0.0703125,0.90625,1
6030,Left-SLF3,0.921875,0.05078125,0.88671875,1
6040,Right-SLF3,0.921875,0.06640625,0.890625,1
6050,Left-CST,0.00390625,0.99609375,0.00390625,1
6060,Right-CST,0.0078125,0.99609375,0.00390625,1
6070,Left-SLF2,0.921875,0.0546875,0.8984375,1
6080,Right-SLF2,0.92578125,0.0546875,0.8984375,1
7001,Lateral-nucleus,0.28125,0.515625,0.70703125,1
7002,Basolateral-nucleus,0.94921875,0.94921875,0.94921875,1
7003,Basal-nucleus,0.80859375,0.24609375,0.30859375,1
7004,Centromedial-nucleus,0.47265625,0.078125,0.52734375,1
7005,Central-nucleus,0.76953125,0.234375,0.96875,1
7006,Medial-nucleus,0.0078125,0.58203125,0.0078125,1
7007,Cortical-nucleus,0.86328125,0.97265625,0.6484375,1
7008,Accessory-Basal-nucleus,0.90625,0.5703125,0.13671875,1
7009,Corticoamygdaloid-transitio,0.078125,0.234375,0.46875,1
7010,Anterior-amygdaloid-area-AAA,0.9765625,0.9765625,0.0,1
7011,Fusion-amygdala-HP-FAH,0.4765625,0.73046875,0.8671875,1
7012,Hippocampal-amygdala-transition-HATA,0.92578125,0.046875,0.69140625,1
7013,Endopiriform-nucleus,0.0390625,0.19140625,0.99609375,1
7014,Lateral-nucleus-olfactory-tract,0.80078125,0.71875,0.5625,1
7015,Paralaminar-nucleus,0.17578125,0.80078125,0.64453125,1
7016,Intercalated-nucleus,0.45703125,0.625,0.68359375,1
7017,Prepiriform-cortex,0.86328125,0.84765625,0.08203125,1
7018,Periamygdaloid-cortex,0.078125,0.234375,0.46875,1
7019,Envelope-Amygdala,0.55078125,0.08203125,0.390625,1
7020,Extranuclear-Amydala,0.87890625,0.546875,0.55078125,1
7100,Brainstem-inferior-colliculus,0.1640625,0.78515625,0.65625,1
7101,Brainstem-cochlear-nucleus,0.65625,0.40625,0.6328125,1
8001,Thalamus-Anterior,0.2890625,0.5078125,0.70703125,1
8002,Thalamus-Ventral-anterior,0.9453125,0.94140625,0.9375,1
8003,Thalamus-Lateral-dorsal,0.8046875,0.25390625,0.3046875,1
8004,Thalamus-Lateral-posterior,0.46875,0.08203125,0.51953125,1
8005,Thalamus-Ventral-lateral,0.76171875,0.23828125,0.9609375,1
8006,Thalamus-Ventral-posterior-medial,0.01171875,0.57421875,0.0234375,1
8007,Thalamus-Ventral-posterior-lateral,0.859375,0.98046875,0.63671875,1
8008,Thalamus-intralaminar,0.90625,0.5703125,0.12890625,1
8009,Thalamus-centromedian,0.015625,0.4453125,0.0546875,1
8010,Thalamus-mediodorsal,0.47265625,0.71875,0.859375,1
8011,Thalamus-medial,0.91796875,0.04296875,0.68359375,1
8012,Thalamus-pulvinar,0.046875,0.1796875,0.9765625,1
8013,Thalamus-lateral-geniculate,0.79296875,0.7109375,0.55859375,1
8014,Thalamus-medial-geniculate,0.1640625,0.796875,0.65234375,1
8103,Left-AV,0.0,0.33203125,0.0,1
8104,Left-CeM,0.6640625,0.33203125,0.0,1
8105,Left-CL,0.0,0.6640625,0.0,1
8106,Left-CM,0.6640625,0.6640625,0.0,1
8108,Left-LD,0.6640625,0.99609375,0.0,1
8109,Left-LGN,0.0,0.0,0.49609375,1
8110,Left-LP,0.0,0.33203125,0.49609375,1
8111,Left-L-Sg,0.6640625,0.33203125,0.49609375,1
8112,Left-MDl,0.0,0.6640625,0.49609375,1
8113,Left-MDm,0.6640625,0.6640625,0.49609375,1
8115,Left-MGN,0.6640625,0.99609375,0.49609375,1
8116,Left-MV(Re),0.0,0.0,0.99609375,1
8117,Left-Pc,0.6640625,0.0,0.99609375,1
8118,Left-Pf,0.0,0.33203125,0.99609375,1
8119,Left-Pt,0.6640625,0.33203125,0.99609375,1
8120,Left-PuA,0.0,0.6640625,0.99609375,1
8121,Left-PuI,0.6640625,0.6640625,0.99609375,1
8122,Left-PuL,0.0,0.99609375,0.99609375,1
8123,Left-PuM,0.6640625,0.99609375,0.99609375,1
8125,Left-R,0.99609375,0.0,0.0,1
8126,Left-VA,0.33203125,0.33203125,0.0,1
8127,Left-VAmc,0.99609375,0.33203125,0.0,1
8128,Left-VLa,0.33203125,0.6640625,0.0,1
8129,Left-VLp,0.99609375,0.6640625,0.0,1
8130,Left-VM,0.33203125,0.99609375,0.0,1
8133,Left-VPL,0.99609375,0.0,0.99609375,1
8203,Right-AV,0.0,0.33203125,0.0,1
8204,Right-CeM,0.6640625,0.33203125,0.0,1
8205,Right-CL,0.0,0.6640625,0.0,1
8206,Right-CM,0.6640625,0.6640625,0.0,1
8208,Right-LD,0.6640625,0.99609375,0.0,1
8209,Right-LGN,0.0,0.0,0.49609375,1
8210,Right-LP,0.0,0.33203125,0.49609375,1
8211,Right-L-Sg,0.6640625,0.33203125,0.49609375,1
8212,Right-MDl,0.0,0.6640625,0.49609375,1
8213,Right-MDm,0.6640625,0.6640625,0.49609375,1
8215,Right-MGN,0.6640625,0.99609375,0.49609375,1
8216,Right-MV(Re),0.0,0.0,0.99609375,1
8217,Right-Pc,0.6640625,0.0,0.99609375,1
8218,Right-Pf,0.0,0.33203125,0.99609375,1
8219,Right-Pt,0.6640625,0.33203125,0.99609375,1
8220,Right-PuA,0.0,0.6640625,0.99609375,1
8221,Right-PuI,0.6640625,0.6640625,0.99609375,1
8222,Right-PuL,0.0,0.99609375,0.99609375,1
8223,Right-PuM,0.6640625,0.99609375,0.99609375,1
8225,Right-R,0.99609375,0.0,0.0,1
8226,Right-VA,0.33203125,0.33203125,0.0,1
8227,Right-VAmc,0.99609375,0.33203125,0.0,1
8228,Right-VLa,0.33203125,0.6640625,0.0,1
8229,Right-VLp,0.99609375,0.6640625,0.0,1
8230,Right-VM,0.33203125,0.99609375,0.0,1
8233,Right-VPL,0.99609375,0.0,0.99609375,1
9000,ctx-lh-prefrontal,0.1953125,0.390625,0.1171875,1
9001,ctx-lh-primary-motor,0.1171875,0.390625,0.17578125,1
9002,ctx-lh-premotor,0.5078125,0.390625,0.64453125,1
9003,ctx-lh-temporal,0.41015625,0.09765625,0.01953125,1
9004,ctx-lh-posterior-parietal,0.48828125,0.2734375,0.21484375,1
9005,ctx-lh-prim-sec-somatosensory,0.87890625,0.078125,0.41015625,1
9006,ctx-lh-occipital,0.87890625,0.078125,0.05859375,1
9500,ctx-rh-prefrontal,0.1953125,0.78125,0.1171875,1
9501,ctx-rh-primary-motor,0.1171875,0.5859375,0.17578125,1
9502,ctx-rh-premotor,0.5078125,0.5859375,0.64453125,1
9503,ctx-rh-temporal,0.41015625,0.29296875,0.01953125,1
9504,ctx-rh-posterior-parietal,0.48828125,0.46875,0.21484375,1
9505,ctx-rh-prim-sec-somatosensory,0.87890625,0.2734375,0.41015625,1
9506,ctx-rh-occipital,0.87890625,0.2734375,0.05859375,1
11100,ctx_lh_Unknown,0.0,0.0,0.0,0
11101,ctx_lh_G_and_S_frontomargin,0.08984375,0.859375,0.234375,1
11102,ctx_lh_G_and_S_occipital_inf,0.08984375,0.234375,0.703125,1
11103,ctx_lh_G_and_S_paracentral,0.24609375,0.390625,0.234375,1
11104,ctx_lh_G_and_S_subcentral,0.24609375,0.078125,0.859375,1
11105,ctx_lh_G_and_S_transv_frontopol,0.05078125,0.0,0.9765625,1
11106,ctx_lh_G_and_S_cingul-Ant,0.1015625,0.234375,0.0,1
11107,ctx_lh_G_and_S_cingul-Mid-Ant,0.1015625,0.234375,0.29296875,1
11108,ctx_lh_G_and_S_cingul-Mid-Post,0.1015625,0.234375,0.5859375,1
11109,ctx_lh_G_cingul-Post-dorsal,0.09765625,0.234375,0.9765625,1
11110,ctx_lh_G_cingul-Post-ventral,0.234375,0.09765625,0.09765625,1
11111,ctx_lh_G_cuneus,0.703125,0.078125,0.078125,1
11112,ctx_lh_G_front_inf-Opercular,0.859375,0.078125,0.390625,1
11113,ctx_lh_G_front_inf-Orbital,0.546875,0.234375,0.234375,1
11114,ctx_lh_G_front_inf-Triangul,0.703125,0.859375,0.546875,1
11115,ctx_lh_G_front_middle,0.546875,0.390625,0.703125,1
11116,ctx_lh_G_front_sup,0.703125,0.078125,0.546875,1
11117,ctx_lh_G_Ins_lg_and_S_cent_ins,0.08984375,0.0390625,0.0390625,1
11118,ctx_lh_G_insular_short,0.87890625,0.546875,0.546875,1
11119,ctx_lh_G_occipital_middle,0.703125,0.234375,0.703125,1
11120,ctx_lh_G_occipital_sup,0.078125,0.859375,0.234375,1
11121,ctx_lh_G_oc-temp_lat-fusifor,0.234375,0.078125,0.546875,1
11122,ctx_lh_G_oc-temp_med-Lingual,0.859375,0.703125,0.546875,1
11123,ctx_lh_G_oc-temp_med-Parahip,0.25390625,0.390625,0.078125,1
11124,ctx_lh_G_orbital,0.859375,0.234375,0.078125,1
11125,ctx_lh_G_pariet_inf-Angular,0.078125,0.234375,0.859375,1
11126,ctx_lh_G_pariet_inf-Supramar,0.390625,0.390625,0.234375,1
11127,ctx_lh_G_parietal_sup,0.859375,0.703125,0.859375,1
11128,ctx_lh_G_postcentral,0.078125,0.703125,0.546875,1
11129,ctx_lh_G_precentral,0.234375,0.546875,0.703125,1
11130,ctx_lh_G_precuneus,0.09765625,0.078125,0.546875,1
11131,ctx_lh_G_rectus,0.078125,0.234375,0.390625,1
11132,ctx_lh_G_subcallosal,0.234375,0.859375,0.078125,1
11133,ctx_lh_G_temp_sup-G_T_transv,0.234375,0.234375,0.859375,1
11134,ctx_lh_G_temp_sup-Lateral,0.859375,0.234375,0.859375,1
11135,ctx_lh_G_temp_sup-Plan_polar,0.25390625,0.859375,0.234375,1
11136,ctx_lh_G_temp_sup-Plan_tempo,0.09765625,0.546875,0.078125,1
11137,ctx_lh_G_temporal_inf,0.859375,0.859375,0.390625,1
11138,ctx_lh_G_temporal_middle,0.703125,0.234375,0.234375,1
11139,ctx_lh_Lat_Fis-ant-Horizont,0.23828125,0.078125,0.859375,1
11140,ctx_lh_Lat_Fis-ant-Vertical,0.23828125,0.078125,0.234375,1
11141,ctx_lh_Lat_Fis-post,0.23828125,0.234375,0.390625,1
11142,ctx_lh_Medial_wall,0.09765625,0.09765625,0.09765625,1
11143,ctx_lh_Pole_occipital,0.546875,0.078125,0.234375,1
11144,ctx_lh_Pole_temporal,0.859375,0.703125,0.078125,1
11145,ctx_lh_S_calcarine,0.24609375,0.703125,0.703125,1
11146,ctx_lh_S_central,0.86328125,0.078125,0.0390625,1
11147,ctx_lh_S_cingul-Marginalis,0.86328125,0.078125,0.390625,1
11148,ctx_lh_S_circular_insula_ant,0.86328125,0.234375,0.546875,1
11149,ctx_lh_S_circular_insula_inf,0.86328125,0.078125,0.859375,1
11150,ctx_lh_S_circular_insula_sup,0.23828125,0.859375,0.859375,1
11151,ctx_lh_S_collat_transv_ant,0.390625,0.78125,0.78125,1
11152,ctx_lh_S_collat_transv_post,0.0390625,0.78125,0.78125,1
11153,ctx_lh_S_front_inf,0.86328125,0.859375,0.078125,1
11154,ctx_lh_S_front_middle,0.55078125,0.078125,0.390625,1
11155,ctx_lh_S_front_sup,0.23828125,0.859375,0.390625,1
11156,ctx_lh_S_interm_prim-Jensen,0.55078125,0.234375,0.078125,1
11157,ctx_lh_S_intrapariet_and_P_trans,0.55859375,0.078125,0.859375,1
11158,ctx_lh_S_oc_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
11159,ctx_lh_S_oc_sup_and_transversal,0.08203125,0.078125,0.546875,1
11160,ctx_lh_S_occipital_ant,0.23828125,0.078125,0.703125,1
11161,ctx_lh_S_oc-temp_lat,0.86328125,0.546875,0.078125,1
11162,ctx_lh_S_oc-temp_med_and_Lingual,0.55078125,0.390625,0.859375,1
11163,ctx_lh_S_orbital_lateral,0.86328125,0.390625,0.078125,1
11164,ctx_lh_S_orbital_med-olfact,0.70703125,0.78125,0.078125,1
11165,ctx_lh_S_orbital-H_Shaped,0.39453125,0.078125,0.078125,1
11166,ctx_lh_S_parieto_occipital,0.39453125,0.390625,0.703125,1
11167,ctx_lh_S_pericallosal,0.70703125,0.859375,0.078125,1
11168,ctx_lh_S_postcentral,0.08203125,0.546875,0.78125,1
11169,ctx_lh_S_precentral-inf-part,0.08203125,0.078125,0.9375,1
11170,ctx_lh_S_precentral-sup-part,0.08203125,0.078125,0.78125,1
11171,ctx_lh_S_suborbital,0.08203125,0.078125,0.234375,1
11172,ctx_lh_S_subparietal,0.39453125,0.234375,0.234375,1
11173,ctx_lh_S_temporal_inf,0.08203125,0.703125,0.703125,1
11174,ctx_lh_S_temporal_sup,0.87109375,0.859375,0.234375,1
11175,ctx_lh_S_temporal_transverse,0.86328125,0.234375,0.234375,1
12100,ctx_rh_Unknown,0.0,0.0,0.0,0
12101,ctx_rh_G_and_S_frontomargin,0.08984375,0.859375,0.234375,1
12102,ctx_rh_G_and_S_occipital_inf,0.08984375,0.234375,0.703125,1
12103,ctx_rh_G_and_S_paracentral,0.24609375,0.390625,0.234375,1
12104,ctx_rh_G_and_S_subcentral,0.24609375,0.078125,0.859375,1
12105,ctx_rh_G_and_S_transv_frontopol,0.05078125,0.0,0.9765625,1
12106,ctx_rh_G_and_S_cingul-Ant,0.1015625,0.234375,0.0,1
12107,ctx_rh_G_and_S_cingul-Mid-Ant,0.1015625,0.234375,0.29296875,1
12108,ctx_rh_G_and_S_cingul-Mid-Post,0.1015625,0.234375,0.5859375,1
12109,ctx_rh_G_cingul-Post-dorsal,0.09765625,0.234375,0.9765625,1
12110,ctx_rh_G_cingul-Post-ventral,0.234375,0.09765625,0.09765625,1
12111,ctx_rh_G_cuneus,0.703125,0.078125,0.078125,1
12112,ctx_rh_G_front_inf-Opercular,0.859375,0.078125,0.390625,1
12113,ctx_rh_G_front_inf-Orbital,0.546875,0.234375,0.234375,1
12114,ctx_rh_G_front_inf-Triangul,0.703125,0.859375,0.546875,1
12115,ctx_rh_G_front_middle,0.546875,0.390625,0.703125,1
12116,ctx_rh_G_front_sup,0.703125,0.078125,0.546875,1
12117,ctx_rh_G_Ins_lg_and_S_cent_ins,0.08984375,0.0390625,0.0390625,1
12118,ctx_rh_G_insular_short,0.87890625,0.546875,0.546875,1
12119,ctx_rh_G_occipital_middle,0.703125,0.234375,0.703125,1
12120,ctx_rh_G_occipital_sup,0.078125,0.859375,0.234375,1
12121,ctx_rh_G_oc-temp_lat-fusifor,0.234375,0.078125,0.546875,1
12122,ctx_rh_G_oc-temp_med-Lingual,0.859375,0.703125,0.546875,1
12123,ctx_rh_G_oc-temp_med-Parahip,0.25390625,0.390625,0.078125,1
12124,ctx_rh_G_orbital,0.859375,0.234375,0.078125,1
12125,ctx_rh_G_pariet_inf-Angular,0.078125,0.234375,0.859375,1
12126,ctx_rh_G_pariet_inf-Supramar,0.390625,0.390625,0.234375,1
12127,ctx_rh_G_parietal_sup,0.859375,0.703125,0.859375,1
12128,ctx_rh_G_postcentral,0.078125,0.703125,0.546875,1
12129,ctx_rh_G_precentral,0.234375,0.546875,0.703125,1
12130,ctx_rh_G_precuneus,0.09765625,0.078125,0.546875,1
12131,ctx_rh_G_rectus,0.078125,0.234375,0.390625,1
12132,ctx_rh_G_subcallosal,0.234375,0.859375,0.078125,1
12133,ctx_rh_G_temp_sup-G_T_transv,0.234375,0.234375,0.859375,1
12134,ctx_rh_G_temp_sup-Lateral,0.859375,0.234375,0.859375,1
12135,ctx_rh_G_temp_sup-Plan_polar,0.25390625,0.859375,0.234375,1
12136,ctx_rh_G_temp_sup-Plan_tempo,0.09765625,0.546875,0.078125,1
12137,ctx_rh_G_temporal_inf,0.859375,0.859375,0.390625,1
12138,ctx_rh_G_temporal_middle,0.703125,0.234375,0.234375,1
12139,ctx_rh_Lat_Fis-ant-Horizont,0.23828125,0.078125,0.859375,1
12140,ctx_rh_Lat_Fis-ant-Vertical,0.23828125,0.078125,0.234375,1
12141,ctx_rh_Lat_Fis-post,0.23828125,0.234375,0.390625,1
12142,ctx_rh_Medial_wall,0.09765625,0.09765625,0.09765625,1
12143,ctx_rh_Pole_occipital,0.546875,0.078125,0.234375,1
12144,ctx_rh_Pole_temporal,0.859375,0.703125,0.078125,1
12145,ctx_rh_S_calcarine,0.24609375,0.703125,0.703125,1
12146,ctx_rh_S_central,0.86328125,0.078125,0.0390625,1
12147,ctx_rh_S_cingul-Marginalis,0.86328125,0.078125,0.390625,1
12148,ctx_rh_S_circular_insula_ant,0.86328125,0.234375,0.546875,1
12149,ctx_rh_S_circular_insula_inf,0.86328125,0.078125,0.859375,1
12150,ctx_rh_S_circular_insula_sup,0.23828125,0.859375,0.859375,1
12151,ctx_rh_S_collat_transv_ant,0.390625,0.78125,0.78125,1
12152,ctx_rh_S_collat_transv_post,0.0390625,0.78125,0.78125,1
12153,ctx_rh_S_front_inf,0.86328125,0.859375,0.078125,1
12154,ctx_rh_S_front_middle,0.55078125,0.078125,0.390625,1
12155,ctx_rh_S_front_sup,0.23828125,0.859375,0.390625,1
12156,ctx_rh_S_interm_prim-Jensen,0.55078125,0.234375,0.078125,1
12157,ctx_rh_S_intrapariet_and_P_trans,0.55859375,0.078125,0.859375,1
12158,ctx_rh_S_oc_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
12159,ctx_rh_S_oc_sup_and_transversal,0.08203125,0.078125,0.546875,1
